pdf,where,type,value,text
NSG-7300-119,§ 2,distance_m,100,100 m
NSG-7300-119,§ 2,distance_m,480,480 m
NSG-7300-120,§ 2,distance_m,90,90 m
NSG-7300-120,§ 2,distance_m,70,70 m
NSG-7300-120,§ 2,distance_m,40,40 m
NSG-7300-120,§ 2,distance_m,110,110 m
NSG-7300-120,§ 2,distance_m,30,30 m
NSG-7300-120,§ 2,distance_m,140,140 m
NSG-7300-120,§ 2,distance_m,80,80 m
NSG-7300-120,§ 2,distance_m,100,100 m
NSG-7300-120,§ 2,distance_m,20,20 m
NSG-7300-120,§ 2,distance_m,80,80 m
NSG-7300-120,§ 2,distance_m,90,90 m
NSG-7300-122,§ 2,distance_m,70,70 m
NSG-7300-122,§ 2,distance_m,160,160 m
NSG-7300-124,§ 2,distance_m,40,40m
NSG-7300-127,§ 2,distance_m,190,190 m
NSG-7300-127,§ 2,distance_m,30,30 m
NSG-7300-127,§ 2,distance_m,60,60 m
NSG-7300-127,§ 2,distance_m,15,15 m
NSG-7300-128,§ 2,distance_m,25,25 m
NSG-7300-130,§ 2,distance_m,20,20 m
NSG-7300-130,§ 2,distance_m,20,20 m
NSG-7300-130,§ 2,distance_m,20,20 m
NSG-7300-130,§ 2,distance_m,20,20 m
NSG-7300-133,§ 2,distance_m,60,60 m
NSG-7300-134,§ 2,distance_m,15,15 m
NSG-7300-139,§ 2,distance_m,7,7 m
NSG-7300-140,§ 2,distance_m,850,850 m
NSG-7300-140,§ 5,count_limit,2,nicht mehr als 2
NSG-7300-141,§ 2,distance_m,1140,1140 m
NSG-7300-141,§ 2,distance_m,155,155 m
NSG-7300-141,§ 2,distance_m,50,50 m
NSG-7300-141,§ 2,distance_m,265,265 m
NSG-7300-141,§ 2,distance_m,100,100 m
NSG-7300-141,§ 2,distance_m,1150,1150 m
NSG-7300-147,§ 2,distance_m,360,360 m
NSG-7300-147,§ 2,distance_m,170,170 m
NSG-7300-147,§ 2,distance_m,370,370 m
NSG-7300-148,§ 2,distance_m,800,800 m
NSG-7300-148,§ 2,distance_m,500,500 m
NSG-7300-149,§ 2,distance_m,370,370 m
NSG-7300-149,§ 2,distance_m,200,200 m
NSG-7300-150,§ 2,distance_m,260,260 m
NSG-7300-150,§ 2,distance_m,140,140 m
NSG-7300-150,§ 2,distance_m,35,35 m
NSG-7300-151,§ 2,distance_m,350,350 m
NSG-7300-151,§ 2,distance_m,100,100 m
NSG-7300-151,§ 2,distance_m,240,240 m
NSG-7300-151,§ 2,distance_m,40,40 m
NSG-7300-151,§ 2,distance_m,40,40 m
NSG-7300-151,§ 2,distance_m,840,840 m
NSG-7300-151,§ 2,distance_m,160,160 m
NSG-7300-151,§ 2,distance_m,210,210 m
NSG-7300-151,§ 2,distance_m,100,100 m
NSG-7300-151,§ 2,distance_m,100,100 m
NSG-7300-151,§ 2,distance_m,40,40 m
NSG-7300-151,§ 2,distance_m,50,50 m
NSG-7300-151,§ 2,distance_m,90,90 m
NSG-7300-151,§ 2,distance_m,210,210 m
NSG-7300-152,§ 2,distance_m,50,50 m
NSG-7300-152,§ 2,distance_m,600,600 m
NSG-7300-152,§ 2,distance_m,200,200 m
NSG-7300-152,§ 2,distance_m,260,260 m
NSG-7300-152,§ 2,distance_m,190,190 m
NSG-7300-152,§ 2,distance_m,50,50 m
NSG-7300-152,§ 2,distance_m,660,660 m
NSG-7300-153,§ 2,distance_m,600,600 m
NSG-7300-153,§ 2,distance_m,110,110 m
NSG-7300-153,§ 2,distance_m,170,170 m
NSG-7300-153,§ 2,distance_m,60,60 m
NSG-7300-153,§ 2,distance_m,250,250 m
NSG-7300-153,§ 2,distance_m,220,220 m
NSG-7300-154,§ 2,distance_m,50,50 m
NSG-7300-155,§ 2,distance_m,640,640 m
NSG-7300-155,§ 2,distance_m,210,210 m
NSG-7300-155,§ 2,distance_m,380,380 m
NSG-7300-155,§ 2,distance_m,130,130 m
NSG-7300-155,§ 2,distance_m,1210,1210 m
NSG-7300-155,§ 2,distance_m,100,100 m
NSG-7300-156,§ 2,distance_m,25,25 m
NSG-7300-156,§ 2,distance_m,60,60 m
NSG-7300-156,§ 2,distance_m,40,40 m
NSG-7300-156,§ 2,distance_m,45,45 m
NSG-7300-156,§ 2,distance_m,40,40 m
NSG-7300-156,§ 2,distance_m,170,170 m
NSG-7300-157,§ 2,distance_m,40,40 m
NSG-7300-157,§ 2,distance_m,460,460 m
NSG-7300-157,§ 2,distance_m,380,380 m
NSG-7300-157,§ 2,distance_m,630,630 m
NSG-7300-157,§ 2,distance_m,240,240 m
NSG-7300-157,§ 2,distance_m,820,820 m
NSG-7300-157,§ 2,distance_m,30,30 m
NSG-7300-157,§ 2,distance_m,140,140 m
NSG-7300-157,§ 2,distance_m,30,30 m
NSG-7300-157,§ 2,distance_m,20,20 m
NSG-7300-157,§ 2,distance_m,40,40 m
NSG-7300-158,§ 2,distance_m,33,33 m
NSG-7300-158,§ 2,distance_m,12,12 m
NSG-7300-158,§ 2,distance_m,24,24 m
NSG-7300-158,§ 2,distance_m,51,51 m
NSG-7300-158,§ 2,distance_m,65,65 m
NSG-7300-158,§ 2,distance_m,20,20 m
NSG-7300-159,§ 2,distance_m,50,50 m
NSG-7300-159,§ 5,count_limit,2,nicht mehr als 2
NSG-7300-159,§ 5,date_span,,vom 1. Oktober bis 28. Februar
NSG-7300-160,§ 2,distance_m,660,660 m
NSG-7300-160,§ 2,distance_m,640,640 m
NSG-7300-160,§ 2,distance_m,40,40 m
NSG-7300-160,§ 2,distance_m,350,350 m
NSG-7300-160,§ 5,date_span,,vom 15. Oktober bis 28. Februar
NSG-7300-161,§ 2,distance_m,100,100 m
NSG-7300-161,§ 2,distance_m,700,700 m
NSG-7300-161,§ 2,distance_m,90,90 m
NSG-7300-161,§ 2,distance_m,50,50 m
NSG-7300-161,§ 2,distance_m,70,70 m
NSG-7300-161,§ 2,distance_m,360,360 m
NSG-7300-161,§ 2,distance_m,200,200 m
NSG-7300-161,§ 2,distance_m,40,40 m
NSG-7300-161,§ 2,distance_m,40,40 m
NSG-7300-161,§ 2,distance_m,30,30 m
NSG-7300-161,§ 2,distance_m,50,50 m
NSG-7300-162,§ 2,distance_m,400,400 m
NSG-7300-162,§ 2,distance_m,200,200 m
NSG-7300-162,§ 2,distance_m,300,300 m
NSG-7300-162,§ 2,distance_m,200,200 m
NSG-7300-162,§ 2,distance_m,350,350 m
NSG-7300-162,§ 2,distance_m,180,180 m
NSG-7300-162,§ 5,count_limit,2,nicht mehr als 2
NSG-7300-162,§ 5,date_span,,vom 1. Oktober bis 15. März
NSG-7300-163,§ 2,distance_m,120,120 m
NSG-7300-163,§ 2,distance_m,740,740  m
NSG-7300-163,§ 2,distance_m,55,55 m
NSG-7300-163,§ 2,distance_m,670,670 m
NSG-7300-163,§ 5,date_span,,vom 15. Juli bis 15. Oktober
NSG-7300-164,§ 2,distance_m,200,200 m
NSG-7300-164,§ 2,distance_m,60,60 m
NSG-7300-164,§ 2,distance_m,20,20 m
NSG-7300-164,§ 5,count_limit,1,max. 1
NSG-7300-164,§ 5,count_limit,2,nicht mehr als 2
NSG-7300-164,§ 5,date_span,,vom 1. Oktober bis 15. März
NSG-7300-165,§ 2,distance_m,580,580 m
NSG-7300-165,§ 2,distance_m,460,460 m
NSG-7300-165,§ 2,distance_m,130,130 m
NSG-7300-166,§ 2,distance_m,33,33 m
NSG-7300-166,§ 2,distance_m,27,27 m
NSG-7300-166,§ 2,distance_m,10,10 m
NSG-7300-166,§ 2,distance_m,20,20 m
NSG-7300-166,§ 2,distance_m,5,5 m
NSG-7300-166,§ 2,distance_m,25,25 m
NSG-7300-167,§ 2,distance_m,140,140 m
NSG-7300-167,§ 2,distance_m,70,70 m
NSG-7300-167,§ 2,distance_m,30,30 m
NSG-7300-167,§ 2,distance_m,140,140 m
NSG-7300-167,§ 2,distance_m,70,70 m
NSG-7300-168,§ 2,distance_m,270,270 m
NSG-7300-168,§ 2,distance_m,860,860 m
NSG-7300-168,§ 2,distance_m,620,620 m
NSG-7300-168,§ 2,distance_m,90,90 m
NSG-7300-168,§ 2,distance_m,400,400 m
NSG-7300-174,§ 2,distance_m,100,100 m
NSG-7300-174,§ 2,distance_m,100,100 m
NSG-7300-174,§ 2,distance_m,200,200 m
NSG-7300-174,§ 2,distance_m,50,50 m
NSG-7300-174,§ 2,distance_m,400,400 m
NSG-7300-174,§ 2,distance_m,150,150 m
NSG-7300-174,§ 2,distance_m,35,35 m
NSG-7300-174,§ 2,distance_m,50,50 m
NSG-7300-174,§ 2,distance_m,25,25 m
NSG-7300-174,§ 2,distance_m,100,100 m
NSG-7300-175,§ 2,distance_m,22,22 m
NSG-7300-177,§ 4,date_span,,vom 01.09. bis 31.05.
NSG-7300-177,§ 6,date_span,,vom 01.09. bis 31.05.
NSG-7300-178,§ 2,distance_m,35,35 m
NSG-7300-178,§ 2,distance_m,60,60 m
NSG-7300-178,§ 2,distance_m,10,10 m
NSG-7300-178,§ 2,distance_m,75,75 m
NSG-7300-178,§ 2,distance_m,20,20 m
NSG-7300-178,§ 2,distance_m,60,60 m
NSG-7300-178,§ 2,distance_m,95,95 m
NSG-7300-178,§ 2,distance_m,570,570 m
NSG-7300-178,§ 2,distance_m,190,190 m
NSG-7300-178,§ 2,distance_m,770,770 m
NSG-7300-178,§ 2,distance_m,90,90  m
NSG-7300-180,§ 2,distance_m,90,90 m
NSG-7300-180,§ 5,date_span,,vom 1. Oktober bis 15. März
NSG-7300-181,§ 2,distance_m,57,57 m
NSG-7300-181,§ 4,date_span,,vom 15.03. bis 31.08.
NSG-7300-181,§ 5,count_limit,2,nicht mehr als 2
NSG-7300-181,§ 6,date_span,,vom 15.03. bis 31.08.
NSG-7300-182,§ 2,distance_m,10,10 m
NSG-7300-182,§ 4,date_span,,vom 1. März bis 31. Juli
NSG-7300-182,§ 4,date_span,,vom 16. Oktober bis 30. April
NSG-7300-182,§ 5,count_limit,2,nicht mehr als 2
NSG-7300-182,"§ 4 Nr. 9 Gewässer einschließlich ihrer Ufer anlegt, verändert",date_span,,vom 1. März bis 31. Juli
NSG-7300-183,§ 5,count_limit,2,nicht mehr als 2
NSG-7300-184,§ 2,distance_m,90,90 m
NSG-7300-185,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",count_limit,2,nicht mehr als 2
NSG-7300-186,§ 2,distance_m,150,150 m
NSG-7300-186,§ 5,date_span,,vom 1. März bis 30. Juni
NSG-7300-186,§ 5,date_span,,vom 1. Oktober bis 28. Februar
NSG-7300-187,§ 2,distance_m,230,230 m
NSG-7300-187,§ 2,distance_m,320,320 m
NSG-7300-187,§ 2,distance_m,2,2 m
NSG-7300-187,§ 2,distance_m,20,20 m
NSG-7300-187,§ 2,distance_m,115,115 m
NSG-7300-187,§ 2,distance_m,70,70 m
NSG-7300-187,§ 2,distance_m,65,65 m
NSG-7300-187,§ 2,distance_m,220,220 m
NSG-7300-187,§ 2,distance_m,5,5 m
NSG-7300-187,§ 2,distance_m,10,10 m
NSG-7300-187,§ 2,distance_m,290,290 m
NSG-7300-187,§ 2,distance_m,5,5 m
NSG-7300-187,§ 2,distance_m,6,6 m
NSG-7300-187,§ 2,distance_m,500,500 m
NSG-7300-187,§ 2,distance_m,75,75 m
NSG-7300-187,§ 5,count_limit,2,nicht mehr als 2
NSG-7300-187,§ 4 ist ferner nicht anzuwenden auf,distance_m,2,2 m
NSG-7300-189,§ 2,distance_m,70,70 m
NSG-7300-189,§ 2,distance_m,30,30 m
NSG-7300-189,§ 4,date_span,,vom 1. September bis 15. Oktober
NSG-7300-189,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",count_limit,2,nicht mehr als 2
NSG-7300-189,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",date_span,,vom 15. Oktober bis 31. März
NSG-7300-189,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",distance_m,50,50 m
NSG-7300-189,§ 4 Nr. 26 Wildfutterplätze oder Wildäcker anlegt oder unterhält,date_span,,vom 1. September bis 15. Oktober
NSG-7300-190,§ 4,date_span,,vom 1. September bis 15. Oktober
NSG-7300-190,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",date_span,,vom 15. März bis 15. Juli
NSG-7300-190,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-190,§ 4 ist ferner nicht anzuwenden auf,date_span,,vom 01.10. bis 28.02.
NSG-7300-190,§ 4 ist ferner nicht anzuwenden auf,date_span,,vom 15. März bis 15. Juli
NSG-7300-190,§ 4 ist ferner nicht anzuwenden auf,distance_m,100,100 m
NSG-7300-190,§ 4 Nr. 18 die Jagd auf Wasserwild im Bereich der Wasserflächen,date_span,,vom 1. September bis 15. Oktober
NSG-7300-192,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-192,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",distance_m,80,80 m
NSG-7300-192,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,80,max. 80
NSG-7300-192,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",date_span,,von 1. Oktober bis 31. März
NSG-7300-192,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",date_span,,vom 1. Oktober bis 31. März
NSG-7300-192,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",distance_m,300,300 m
NSG-7300-192,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",date_span,,vom 15. März bis 15. Juli
NSG-7300-192,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",date_span,,vom 1. Oktober bis 31. März
NSG-7300-192,§ 4 ist ferner nicht anzuwenden auf,date_span,,vom 15. März bis 15. Juli
NSG-7300-192,§ 4 ist ferner nicht anzuwenden auf,date_span,,vom 15.07. bis 01.10.
NSG-7300-193,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-194,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-196,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",count_limit,2,nicht mehr als 2
NSG-7300-197,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-197,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",date_span,,vom 15. März bis 15. Juli
NSG-7300-198,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-199,§ 2,distance_m,18,18 Meter
NSG-7300-199,§ 2,distance_m,35,35 Meter
NSG-7300-199,§ 5,count_limit,2,nicht mehr als 2
NSG-7300-200,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-202,§ 7,distance_m,10,10 Meter
NSG-7300-202,§ 7,distance_m,18,18 m
NSG-7300-202,§ 7,distance_m,180,180 m
NSG-7300-202,§ 7,distance_m,135,135 m
NSG-7300-202,§ 7,distance_m,200,200  m
NSG-7300-202,§ 7,distance_m,75,75 m
NSG-7300-202,§ 7,distance_m,75,75 m
NSG-7300-202,§ 7,distance_m,80,80  m
NSG-7300-203,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die erforderlich sind",date_span,,vom 1. Oktober bis 28. Februar
NSG-7300-205,§ 2,distance_m,160,160 m
NSG-7300-206,§ 7,distance_m,10,10 Meter
NSG-7300-206,§ 7,distance_m,10,10m
NSG-7300-208,"§ 4  ist  nicht  anzuwenden  auf  Handlungen  oder  Maßnahmen,  die",count_limit,2,nicht mehr als 2
NSG-7300-209,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-210,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-211,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",count_limit,2,nicht mehr als 2
NSG-7300-212,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-213,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-215,§ 5,distance_m,100,100 m
NSG-7300-217,§ 2,distance_m,145,145 Meter
NSG-7300-217,§ 2,distance_m,710,710 Meter
NSG-7300-217,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die er-",count_limit,2,nicht mehr als 2
NSG-7300-218,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",count_limit,2,nicht mehr als 2
NSG-7300-219,§ 5 Ausnahmen von den Verboten,count_limit,2,nicht mehr als 2
NSG-7300-220,"§ 4 ist nicht anzuwenden auf Handlungen oder Maßnahmen, die",count_limit,2,nicht mehr als 2
NSG-7300-223,§ 2 Größe und Grenzverlauf,distance_m,40,40 Meter
NSG-7300-223,§ 2 Größe und Grenzverlauf,distance_m,40,40 Meter
NSG-7300-223,§ 2 Größe und Grenzverlauf,distance_m,40,40 Meter
NSG-7300-223,§ 2 Größe und Grenzverlauf,distance_m,15,15 Meter
NSG-7300-226,§ 2,distance_m,80,80 m
NSG-7300-226,§ 2,distance_m,80,80 m
